feature,importance
Bsmt Qual_Ex,0.00866218247153471
Bsmt Qual_Fa,0.00026058031381999316
Bsmt Qual_Gd,0.0008392983955437661
Bsmt Qual_TA,0.0005861132825962127
Bsmt Qual_infrequent_sklearn,1.1303290354376447e-07
Bsmt Cond_Fa,0.00016856007273072192
Bsmt Cond_Gd,8.327280006475297e-05
Bsmt Cond_TA,0.00018629208937054619
Bsmt Cond_infrequent_sklearn,1.2433257705670945e-05
Bsmt Exposure_Av,0.00021536233682575276
Bsmt Exposure_Gd,0.0002892283277413319
Bsmt Exposure_Mn,8.605376659510681e-05
Bsmt Exposure_No,0.0003711156298909873
BsmtFin Type 1_ALQ,0.0003820140592970244
BsmtFin Type 1_BLQ,0.00015293309973314967
BsmtFin Type 1_GLQ,0.0006292051551682334
BsmtFin Type 1_LwQ,0.0001963685792851643
BsmtFin Type 1_Rec,0.0001851884607279944
BsmtFin Type 1_Unf,0.0005675953073129792
BsmtFin Type 2_ALQ,6.355789749960629e-05
BsmtFin Type 2_BLQ,5.0488486696932195e-05
BsmtFin Type 2_LwQ,6.80173375713706e-05
BsmtFin Type 2_Rec,5.338886959523719e-05
BsmtFin Type 2_Unf,0.0001317574400130104
BsmtFin Type 2_infrequent_sklearn,1.452075369761173e-05
Heating_GasA,0.00010061675283912162
Heating_GasW,1.6020930645888196e-05
Heating_infrequent_sklearn,0.00010540189413188373
Heating QC_Ex,0.0005101820936730486
Heating QC_Fa,0.0014612691307814274
Heating QC_Gd,0.0003520998668951029
Heating QC_TA,0.000712887502532717
Heating QC_infrequent_sklearn,4.246831695428635e-09
Central Air_N,0.0017070714610376676
Central Air_Y,0.002366327734823022
Electrical_FuseA,0.00022266022453133015
Electrical_FuseF,9.713353588636961e-05
Electrical_SBrkr,0.0008652707591904845
Electrical_infrequent_sklearn,2.8253442589163292e-06
Kitchen Qual_Ex,0.0025836888826454908
Kitchen Qual_Fa,0.00046164011793159356
Kitchen Qual_Gd,0.0006611790724778288
Kitchen Qual_TA,0.0011203036818407887
Kitchen Qual_infrequent_sklearn,3.3030245886848714e-07
Functional_Min1,0.00010007282477908467
Functional_Min2,4.62058817703057e-05
Functional_Mod,0.00016411242591863739
Functional_Typ,0.0004470815590016329
Functional_infrequent_sklearn,0.00035023542174626715
Fireplace Qu_Ex,5.4442085100806256e-05
Fireplace Qu_Fa,3.310472664821929e-05
Fireplace Qu_Gd,0.0002454422751301313
Fireplace Qu_Po,2.4090531723237968e-05
Fireplace Qu_TA,0.00032446983838358085
Garage Type_Attchd,0.0009446023484615159
Garage Type_Basment,3.181036002181087e-05
Garage Type_BuiltIn,5.1680821169461795e-05
Garage Type_Detchd,0.0025594882929359515
Garage Type_infrequent_sklearn,2.247617679378531e-05
Garage Finish_Fin,0.00026856868987905927
Garage Finish_RFn,0.00018711144676576512
Garage Finish_Unf,0.0045297280921156305
Garage Qual_Fa,7.78091987458733e-05
Garage Qual_TA,9.011283724165158e-05
Garage Qual_infrequent_sklearn,3.256440446431075e-05
Garage Cond_Fa,0.00012307338856810444
Garage Cond_TA,0.00015211205396589337
Garage Cond_infrequent_sklearn,8.047039299991882e-05
Paved Drive_N,0.00185477471597362
Paved Drive_P,0.00012274331721934256
Paved Drive_Y,0.0019628968973152295
Pool QC_TA,6.29413885249904e-05
Pool QC_infrequent_sklearn,4.042379881067121e-05
Fence_GdPrv,0.00016946035239625437
Fence_GdWo,0.00010516119930375853
Fence_MnPrv,0.00014742676070129127
Fence_infrequent_sklearn,9.108697375554464e-06
Misc Feature_Shed,0.00010821418042490516
Misc Feature_infrequent_sklearn,0.0001818149186420063
Sale Type_COD,0.00024645459405120467
Sale Type_New,0.00010210931221350774
Sale Type_WD ,0.0006102861337446825
Sale Type_infrequent_sklearn,0.000144076292528094
Sale Condition_Abnorml,0.0011080889937232783
Sale Condition_Family,0.0009613063034285577
Sale Condition_Normal,0.0010097015906410135
Sale Condition_Partial,6.073269288115942e-05
Sale Condition_infrequent_sklearn,0.00012376514547661181
